date,code,name,continue_cnt,limit_up_reason,seal_money
2019-03-12,300556,丝路视觉,1,超高清视频+阿里概念；公司是专业化、全国性的CG视觉服务提供商、高新技术企业,13795300.0
2019-08-19,300556,丝路视觉,1,深圳；8月18日《中共中央国务院关于支持深圳建设中国特色社会主义先行示范区的意见》发布,64236600.0
2019-08-20,300556,丝路视觉,2,深圳；8月18日《中共中央国务院关于支持深圳建设中国特色社会主义先行示范区的意见》发布,7552010.0
2020-07-13,300556,丝路视觉,1,"业绩增长+深圳；预计中报业绩:净利润2799万元至3635万元,增长幅度为4.28倍至5.86倍",52855600.0
2020-07-14,300556,丝路视觉,2,"业绩增长+深圳；预计中报业绩:净利润2799万元至3635万元,增长幅度为4.28倍至5.86倍",118792000.0
2021-08-03,300556,丝路视觉,1,虚拟现实；公司是从事以CG技术为基础的数字视觉综合服务业务，是专业化、全国性的CG视觉服务提供商，公司首发募投项目将投入2236.81万元投入研发中心建设项目，在今后三年重点推进研发项目全息成像与虚拟/增加/混合现实技术等。,39039300.0
2021-11-15,300556,丝路视觉,1,元宇宙(虚拟现实)；公司是从事以CG技术为基础的数字视觉综合服务业务，是专业化、全国性的CG视觉服务提供商，公司首发募投项目将投入2236.81万元投入研发中心建设项目，在今后三年重点推进研发项目全息成像与虚拟/增加/混合现实技术等。,85486600.0
2022-01-04,300556,丝路视觉,1,元宇宙(虚拟现实)；公司是从事以CG技术为基础的数字视觉综合服务业务，是专业化、全国性的CG视觉服务提供商，公司首发募投项目将投入2236.81万元投入研发中心建设项目，在今后三年重点推进研发项目全息成像与虚拟/增加/混合现实技术等。,114910000.0
2024-02-08,300556,丝路视觉,1,VR/AR/MR；在PICO上线VR交互式沉浸式体验《古籍寻游记》。已经申请苹果开发者套件，也在配合开发相关产品。,14493400.0
2024-02-19,300556,丝路视觉,2,AIGC(文生视频)；公司有CG技术与AI相结合的多种类型的创新型应用及输出。,70913700.0
