date,open,high,low,close,volume
2026-04-22,13.03,13.52,13.0,13.45,66448194
2026-04-23,13.34,13.4,12.83,12.95,57029519
2026-04-24,12.78,13.04,12.57,12.69,41036121
2026-04-27,12.66,13.02,12.65,12.94,32759870
2026-04-28,12.42,12.58,11.82,12.19,58698462
2026-04-29,12.1,12.42,12.03,12.36,30905647
2026-04-30,12.37,12.58,11.84,11.85,42874439
2026-05-06,12.12,13.0,12.1,12.69,62374287
2026-05-07,12.72,13.31,12.64,13.25,64424476
2026-05-08,13.03,13.32,12.96,13.26,42787994
2026-05-11,13.4,13.69,13.2,13.46,52305819
2026-05-12,13.4,13.54,13.2,13.42,40874211
2026-05-13,13.42,13.98,13.31,13.85,90944564
2026-05-14,13.85,13.85,13.33,13.33,59413336
2026-05-15,13.41,13.67,12.9,13.06,43924911
2026-05-18,12.98,13.52,12.98,13.28,40137128
2026-05-19,13.16,13.42,12.96,13.28,34704700
2026-05-20,13.18,13.28,12.85,12.93,34698469
2026-05-21,13.17,13.65,12.6,12.77,63279398
2026-05-22,12.91,13.52,12.91,13.46,58679977
2026-05-25,13.85,13.98,13.48,13.67,65881015
2026-05-26,13.67,15.04,13.57,15.04,107311588
2026-05-27,16.54,16.54,15.99,16.54,102482708
2026-05-28,16.85,18.19,16.16,18.19,235500049
2026-05-29,19.3,19.55,16.89,17.15,217362806
2026-06-01,17.36,18.87,17.35,18.87,208073189
2026-06-02,19.16,20.76,18.88,20.76,154102849
2026-06-03,20.2,21.88,19.0,19.45,273942840
2026-06-04,18.88,21.0,18.71,20.61,239211180
2026-06-05,19.58,19.9,18.55,18.69,174557673
2026-06-08,16.82,17.73,16.82,16.82,112073225
2026-06-09,17.16,17.3,16.13,16.74,145895655
2026-06-10,16.62,17.29,15.58,15.82,130157206
2026-06-11,15.52,16.0,15.09,15.29,115523523
2026-06-12,15.65,16.53,15.01,15.1,122306155
2026-06-15,15.38,16.43,15.28,16.35,126443816
2026-06-16,16.43,16.92,16.21,16.79,118608347
2026-06-17,16.39,18.47,16.37,18.47,96479059
2026-06-18,19.01,20.32,18.98,20.32,70870211
2026-06-22,21.9,22.0,19.74,21.14,223854866
2026-06-23,20.61,21.06,19.18,19.9,119467350
2026-06-24,19.27,19.82,18.7,19.36,109256210
2026-06-25,19.28,21.3,18.59,21.3,131043304
2026-06-26,21.03,23.4,20.36,22.78,223333724
2026-06-29,22.37,22.8,20.5,20.5,125467454
2026-06-30,20.18,22.3,20.0,21.68,145568946
2026-07-01,21.0,22.49,20.7,21.41,140480516
2026-07-02,20.03,20.8,19.29,19.59,103578731
2026-07-03,19.2,20.2,18.83,19.57,77740804
2026-07-06,20.0,20.16,17.68,17.91,77406832
2026-07-07,17.97,18.63,17.32,17.59,55496295
2026-07-08,17.71,17.73,16.3,16.42,64821486
2026-07-09,16.91,18.06,16.65,18.06,102750856
2026-07-10,18.61,19.41,17.72,17.74,126296628
2026-07-13,17.34,17.9,15.97,15.97,72506802
2026-07-14,15.74,16.5,15.2,16.26,76671808
2026-07-15,15.94,16.18,14.63,14.63,86712541
2026-07-16,14.62,14.81,13.56,13.69,71294787
2026-07-17,13.65,13.85,12.32,12.32,53013548
2026-07-20,12.28,12.43,11.09,11.09,61162120
2026-07-21,10.91,12.04,9.98,11.87,109942400
2026-07-22,11.58,12.85,11.58,11.99,98652262
2026-07-23,12.0,12.7,11.84,12.05,71871719
2026-07-24,11.8,12.76,11.69,12.17,83472558
2026-07-27,12.02,12.46,11.6,12.42,79185842
2026-07-28,12.06,12.58,11.72,11.79,67062926
2026-07-29,11.79,11.82,11.02,11.55,63183202
2026-07-30,11.41,11.55,10.5,10.56,58127579
2026-07-31,11.28,11.51,10.85,10.85,62785300
2026-08-03,10.85,10.94,10.6,10.73,36905075
2026-08-04,10.84,11.8,10.76,11.8,35881762
2026-08-05,12.28,12.98,12.15,12.98,46646844
2026-08-06,13.49,14.19,13.37,13.93,167381787
2026-08-07,13.7,15.32,13.58,15.15,181381063
2026-08-10,14.86,15.32,14.47,14.82,125067557
2026-08-11,14.81,15.0,14.48,14.58,71553192
2026-08-12,14.66,15.12,14.43,14.97,80746678
2026-08-13,15.22,15.3,14.66,14.66,73799733
2026-08-14,14.85,14.98,14.53,14.87,53386515
2026-08-17,15.03,15.4,14.9,15.4,80607754
2026-08-18,15.3,15.67,14.93,15.15,67540516
2026-08-19,14.53,14.89,13.8,13.9,76887823
2026-08-20,14.3,15.29,13.9,15.29,33254037
2026-08-21,15.62,15.66,14.23,14.86,97062664
2026-08-24,14.67,14.67,13.4,13.87,88581763
2026-08-25,13.65,14.02,13.13,13.92,53515014
2026-08-26,14.03,14.09,13.32,13.65,42218707
2026-08-27,13.68,14.95,13.63,14.52,74337582
2026-08-28,14.69,14.95,14.36,14.38,64721581
2026-08-31,14.01,14.73,14.0,14.68,51153520
2026-09-01,14.7,14.7,14.03,14.08,43263251
2026-09-02,13.8,14.01,13.63,13.83,28998030
2026-09-03,13.99,14.08,13.5,13.74,32786197
2026-09-04,13.81,15.11,13.81,14.1,117133851
2026-09-07,14.5,15.51,14.22,15.51,94767581
2026-09-08,16.9,17.06,16.3,17.06,49407238
