date,open,high,low,close,volume,amount
2026-08-24,1.341,1.351,1.29,1.312,593632700.0,778602899.9999999
2026-08-25,1.293,1.331,1.28,1.322,277552200.0,363679100.00000006
2026-08-26,1.323,1.331,1.302,1.316,228736100.0,301195700.0
2026-08-27,1.317,1.354,1.315,1.352,301709300.0,404219900.0
2026-08-28,1.345,1.366,1.335,1.338,234108800.0,315583700.0
2026-08-31,1.321,1.395,1.321,1.395,386166700.0,528459600.0
2026-09-01,1.383,1.388,1.362,1.376,307782800.0,423214100.00000006
2026-09-02,1.363,1.382,1.35,1.366,253920900.0,347542800.0
2026-09-03,1.372,1.376,1.349,1.36,253456700.0,344756700.0
2026-09-04,1.37,1.381,1.336,1.344,278475100.0,379578500.0
2026-09-07,1.349,1.363,1.335,1.354,215299900.0,290540600.0
2026-09-08,1.354,1.371,1.343,1.35,207154800.0,281677300.0
2026-09-09,1.351,1.368,1.341,1.349,236929600.0,321044900.0
2026-09-10,1.34,1.363,1.332,1.344,204250100.0,275126600.0
2026-09-11,1.334,1.339,1.295,1.327,228262900.0,300607800.0
2026-09-14,1.314,1.333,1.31,1.325,143640700.0,189828800.0
2026-09-15,1.318,1.337,1.318,1.325,129404400.0,171704700.0
2026-09-16,1.326,1.368,1.326,1.363,233593600.0,314603700.0
2026-09-17,1.353,1.377,1.345,1.35,190741000.0,259062700.0
2026-09-18,1.362,1.39,1.357,1.385,253147400.0,348720300.0
2026-09-21,1.387,1.4,1.378,1.389,231495600.0,321818800.0
