date,open,high,low,close,volume,amount
2026-08-24,0.778,0.793,0.777,0.789,638855600.0,502963600.0
2026-08-25,0.79,0.792,0.784,0.789,358783900.0,282357800.0
2026-08-26,0.786,0.808,0.786,0.806,815253700.0,653745100.0
2026-08-27,0.804,0.811,0.8,0.811,608635800.0,490018700.0
2026-08-28,0.807,0.811,0.803,0.807,508323600.0,410174500.0
2026-08-31,0.807,0.809,0.801,0.806,431636300.0,347333000.0
2026-09-01,0.806,0.822,0.804,0.818,830454200.0,678895600.0
2026-09-02,0.815,0.818,0.804,0.805,644683900.0,520737000.0
2026-09-03,0.804,0.825,0.804,0.818,677298500.0,554750300.0
2026-09-04,0.817,0.831,0.817,0.823,943257800.0,778751200.0
2026-09-07,0.827,0.827,0.804,0.807,718981700.0,582584200.0
2026-09-08,0.806,0.81,0.799,0.801,409509400.0,329146600.00000006
2026-09-09,0.801,0.804,0.796,0.802,437974800.0,350800000.0
2026-09-10,0.801,0.808,0.799,0.807,432929800.0,348402300.00000006
2026-09-11,0.803,0.804,0.785,0.788,592370300.0,467406700.0
2026-09-14,0.786,0.789,0.781,0.785,382512100.0,300225000.0
2026-09-15,0.785,0.787,0.778,0.779,328382600.0,256663600.0
2026-09-16,0.778,0.783,0.771,0.78,373525600.0,289986800.0
2026-09-17,0.777,0.779,0.771,0.773,348998300.0,270066500.0
2026-09-18,0.776,0.782,0.773,0.781,394229200.0,307123400.0
2026-09-21,0.781,0.788,0.778,0.788,364600700.0,285207200.0
