date,open,high,low,close,volume
2026-04-17,13.994008,14.5437726,13.8940508,13.994008,180677402
2026-04-20,13.92403796,14.28388388,13.67414496,13.86406364,135645515
2026-04-21,13.87405936,14.1439438,13.65415352,14.02399516,157971553
2026-04-22,13.83407648,14.243901,13.52420916,13.98401228,142109670
2026-04-23,14.90361852,15.47337456,14.53377688,14.98358428,293186598
2026-04-24,14.58375548,15.2934516,14.1939224,14.73369128,194419951
2026-04-27,14.71369984,15.97316056,14.70370412,15.42339596,212706546
2026-04-28,14.99358,16.7928096,14.53377688,15.91318624,280504203
2026-04-29,15.5933232,17.36256564,15.2934516,17.03270688,268525173
2026-04-30,16.7928096,17.0926812,15.71327184,16.07311776,222173934
2026-05-06,16.51292944,19.27174816,16.51292944,18.96188084,259508196
2026-05-07,18.87191936,19.63159408,18.492082,19.1917824,191587189
2026-05-08,18.83193648,19.2917396,18.30216332,18.5920392,163214732
2026-05-11,18.8919108,19.26175244,17.5924672,18.40212052,173251861
2026-05-12,18.18221468,18.1922104,17.0427026,17.742403,192845236
2026-05-13,17.3925528,20.57119176,17.26260844,20.31130304,280964192
2026-05-14,19.99144,20.1913544,19.0918252,19.0918252,185695899
2026-05-15,19.491654,20.35128592,18.42211196,18.70199212,218702528
2026-05-18,18.38212908,19.43167968,17.8923388,18.6919964,152050104
2026-05-19,18.51207344,18.83193648,17.66243724,18.6919964,127330101
2026-05-20,18.36213764,19.4416754,17.90233452,18.77196216,138561480
2026-05-21,19.01185944,19.73155128,17.75239872,17.80237732,187354209
2026-05-22,17.92232596,20.63116608,17.8923388,20.48123028,285461566
2026-05-25,21.00100772,21.82065676,20.4412474,21.55077232,215763207
2026-05-26,20.80109332,23.06012604,20.5412046,22.7902416,244657661
2026-05-27,22.0905412,22.78024588,21.31087504,21.57076376,161019611
2026-05-28,21.1909264,24.9893,21.1909264,24.76939416,212807988
2026-05-29,24.74940272,24.85935564,23.01014744,23.3400062,177133508
2026-06-01,22.85021592,22.990156,20.7910976,21.35085792,190608618
2026-06-02,21.27089216,23.64987352,20.9410334,23.17007896,186597655
2026-06-03,22.92018596,23.10010892,21.5907552,22.00057972,209054754
2026-06-04,21.61074664,23.2900276,21.490798,22.68028868,160918352
2026-06-05,22.990156,23.6898564,21.45081512,21.740691,184422331
2026-06-08,19.99144,22.1405198,19.99144,21.97059256,150572690
2026-06-09,23.489942,25.3891288,22.87020736,25.34914592,237342205
2026-06-10,24.79938132,25.87891908,24.5394926,25.19921012,183645972
2026-06-11,25.06926576,27.20834984,24.2895996,26.4386794,195080068
2026-06-12,26.9384654,30.29702732,26.90847824,28.42782768,237392389
2026-06-15,29.4373954,34.11539236,29.4373954,34.11539236,190443179
2026-06-16,35.70471184,39.57305548,35.70471184,38.66344496,212570112
2026-06-17,37.1840784,43.5813392,37.16408696,40.21278156,240683948
2026-06-18,39.49308972,41.76211816,38.733415,40.87249908,182093683
2026-06-22,41.1823664,42.47181428,39.86293136,41.5821952,184444503
2026-06-23,40.982452,41.482238,37.82380448,38.233629,173766203
2026-06-24,38.24362472,45.8803548,38.24362472,44.96074856,212987960
2026-06-25,42.9316174,49.1789424,42.5817672,47.85950736,173723154
2026-06-26,48.8290922,54.0768452,48.81909648,52.24762844,177877487
2026-06-29,52.24762844,52.24762844,45.6804404,47.79953304,224584733
2026-06-30,47.33972992,48.96903228,45.2806116,46.65002524,198495623
2026-07-01,47.979456,48.89906224,45.66044896,46.729991,168990060
2026-07-02,43.5,47.7,42.9,45.19,143644018
2026-07-03,45.0,50.41,43.87,46.99,215553969
2026-07-06,47.64,48.53,40.32,40.66,236734280
2026-07-07,41.47,42.31,39.51,40.3,157070656
2026-07-08,40.9,41.75,37.02,37.16,185200365
2026-07-09,37.91,39.77,36.33,38.85,184515786
2026-07-10,40.12,43.0,37.5,37.77,197919165
2026-07-13,36.41,37.45,33.22,33.96,184084925
2026-07-14,33.67,40.0,33.61,39.08,199300093
2026-07-15,40.09,41.28,36.71,37.0,147331001
2026-07-16,35.39,37.12,33.82,34.8,141041815
2026-07-17,34.2,34.99,31.0,31.59,144988461
2026-07-20,33.0,33.47,25.44,26.7,201207545
2026-07-21,27.55,30.36,24.05,29.8,220724283
2026-07-22,29.02,30.28,27.16,27.29,183508704
2026-07-23,27.78,29.2,26.51,26.71,133934116
2026-07-24,26.23,26.79,25.35,25.7,107785611
2026-07-27,26.13,30.84,25.99,30.84,225553985
2026-07-28,30.9,31.09,28.44,28.87,190706007
2026-07-29,28.89,31.25,27.73,30.2,312103628
2026-07-30,29.88,35.47,29.68,32.93,364986085
2026-07-31,35.88,36.8,31.89,31.99,321685115
2026-08-03,30.88,31.3,27.3,27.88,236664626
2026-08-04,27.76,30.84,27.3,29.98,240413335
2026-08-05,28.8,35.0,28.78,34.19,293091486
2026-08-06,32.89,36.39,32.89,35.2,246504166
2026-08-07,35.83,40.69,34.6,38.32,300533028
2026-08-10,38.34,38.74,36.2,38.12,250364656
2026-08-11,37.79,40.54,36.81,39.39,233416671
2026-08-12,38.37,39.72,37.88,38.75,170311541
2026-08-13,39.51,40.3,36.31,36.44,207271712
2026-08-14,36.53,37.68,36.03,37.19,146151815
2026-08-17,37.31,38.62,36.92,38.45,176850166
2026-08-18,37.96,38.93,36.75,37.33,150719504
2026-08-19,35.0,36.6,33.5,33.79,150668352
2026-08-20,34.35,34.7,31.89,32.49,159575991
2026-08-21,32.49,32.85,31.13,32.43,125944987
2026-08-24,32.03,32.2,29.04,30.09,166095562
2026-08-25,29.55,30.94,28.87,30.15,106971242
2026-08-26,30.34,30.49,29.15,29.62,86090980
2026-08-27,29.91,31.5,29.6,31.14,151052843
2026-08-28,30.68,32.21,30.12,30.2,158532332
2026-08-31,28.74,31.09,28.7,31.0,132850917
2026-09-01,31.82,31.99,28.15,28.15,189192787
2026-09-02,27.48,28.75,27.19,27.85,115553547
2026-09-03,28.13,28.3,26.82,27.32,116016835
2026-09-04,27.65,27.75,26.08,26.38,98126301
2026-09-07,26.65,27.69,26.54,27.45,103229661
2026-09-08,27.39,28.18,26.96,27.12,106988028
