date,open,high,low,close,volume,amount
2026-08-24,0.443,0.444,0.434,0.437,262825700.0,114873900.0
2026-08-25,0.436,0.444,0.434,0.443,174727200.0,76893600.0
2026-08-26,0.444,0.448,0.442,0.444,111538800.0,49582100.0
2026-08-27,0.442,0.447,0.441,0.446,131592600.0,58469000.0
2026-08-28,0.446,0.448,0.443,0.444,74540900.0,33169600.0
2026-08-31,0.443,0.444,0.44,0.443,118304600.0,52271800.0
2026-09-01,0.442,0.448,0.442,0.447,108736900.0,48476800.0
2026-09-02,0.446,0.446,0.44,0.44,124114200.0,54816800.0
2026-09-03,0.441,0.444,0.439,0.441,125666900.0,55500100.0
2026-09-04,0.442,0.447,0.44,0.442,212312400.0,94199200.0
2026-09-07,0.442,0.443,0.439,0.442,109881300.0,48478100.00000001
2026-09-08,0.442,0.445,0.439,0.444,121219900.0,53587500.0
2026-09-09,0.443,0.443,0.435,0.437,163789800.0,71703700.0
2026-09-10,0.435,0.436,0.429,0.431,117835200.0,50854000.0
2026-09-11,0.429,0.43,0.422,0.425,134952700.0,57283900.0
2026-09-14,0.423,0.428,0.422,0.427,98911000.0,42062100.0
2026-09-15,0.425,0.428,0.424,0.425,74409800.0,31697199.999999996
2026-09-16,0.424,0.427,0.422,0.425,98973100.0,42055000.0
2026-09-17,0.424,0.429,0.423,0.425,103589400.0,44138000.0
2026-09-18,0.426,0.433,0.426,0.431,119639000.0,51460700.0
2026-09-21,0.432,0.442,0.431,0.441,228922900.0,100288600.0
