date,open,high,low,close,amount
2021-10-28,1359.07,1371.17,1354.72,1356.37,1956515.54
2021-10-29,1363.25,1398.42,1355.37,1396.2,2409817.7
2021-11-01,1398.59,1415.58,1392.4,1404.21,2349330.12
2021-11-02,1405.87,1423.93,1395.7,1405.64,2819338.44
2021-11-03,1408.2,1416.47,1386.4,1399.55,2098887.87
2021-11-04,1404.66,1420.33,1404.66,1410.74,2038347.96
2021-11-05,1416.24,1418.88,1396.03,1396.74,2172884.95
2021-11-08,1398.57,1401.05,1381.62,1400.8,2005434.16
2021-11-09,1404.89,1422.9,1397.82,1420.51,2502743.27
2021-11-10,1417.66,1423.31,1398.88,1420.45,2386315.68
2021-11-11,1418.48,1443.6,1416.18,1437.15,2986363.69
2021-11-12,1432.71,1444.41,1425.58,1440.16,2913610.06
2021-11-15,1441.41,1448.03,1429.32,1432.6,2296383.31
2021-11-16,1428.48,1438.61,1418.2,1421.27,2055118.45
2021-11-17,1420.99,1438.8,1414.12,1436.16,1812232.0
2021-11-18,1433.51,1433.64,1417.17,1423.97,1854732.96
2021-11-19,1424.76,1447.19,1424.76,1444.78,1940821.86
2021-11-22,1449.45,1483.48,1449.38,1479.99,2722068.12
2021-11-23,1477.67,1485.8,1473.55,1476.25,2420503.34
2021-11-24,1477.96,1489.71,1471.62,1472.22,2274515.37
2021-11-25,1472.64,1477.74,1465.64,1468.07,2073798.13
2021-11-26,1466.36,1470.53,1450.93,1459.93,2002441.94
2021-11-29,1448.5,1474.44,1444.3,1471.23,2416956.64
2021-11-30,1477.8,1479.93,1463.15,1475.71,2150293.88
2021-12-01,1473.52,1479.09,1452.75,1456.48,1915389.59
2021-12-02,1454.74,1458.08,1427.98,1429.5,1882169.45
2021-12-03,1432.23,1444.99,1431.59,1444.83,2070180.94
2021-12-06,1444.93,1445.16,1405.51,1405.77,2143150.65
2021-12-07,1413.0,1415.05,1380.51,1389.44,1931767.91
2021-12-08,1394.99,1416.69,1394.99,1415.37,1900681.27
2021-12-09,1417.34,1438.49,1410.15,1434.52,2592607.43
2021-12-10,1431.85,1442.62,1425.0,1435.7,3874003.12
2021-12-13,1439.19,1450.83,1434.15,1445.71,2561892.86
2021-12-14,1445.05,1451.68,1435.89,1439.47,1926378.74
2021-12-15,1439.12,1443.55,1424.77,1424.9,1926027.85
2021-12-16,1425.53,1436.06,1419.7,1425.93,1775541.1
2021-12-17,1426.79,1430.39,1395.64,1399.06,1942680.68
2021-12-20,1389.18,1401.34,1363.11,1363.96,2052235.51
2021-12-21,1366.27,1378.49,1363.97,1374.65,1661277.65
2021-12-22,1378.31,1386.24,1373.53,1375.03,1515653.88
2021-12-23,1375.83,1380.15,1366.99,1375.97,1451665.16
2021-12-24,1375.18,1378.3,1353.65,1358.73,1630218.52
2021-12-27,1356.41,1369.21,1349.11,1355.64,1342783.29
2021-12-28,1355.65,1370.31,1355.65,1369.62,1323696.09
2021-12-29,1370.49,1370.49,1352.0,1356.21,1288042.94
2021-12-30,1355.97,1381.44,1355.41,1375.56,1461676.49
2021-12-31,1384.28,1399.75,1383.84,1398.19,1746652.38
2022-01-04,1403.39,1405.51,1361.43,1364.99,2305360.84
