date,open,high,low,close,volume,amount
2026-08-24,0.954,0.958,0.922,0.932,488591400.0,456982600.0
2026-08-25,0.928,0.954,0.927,0.949,545190000.0,514364500.0
2026-08-26,0.948,0.959,0.941,0.947,334061000.0,317348900.0
2026-08-27,0.946,0.965,0.943,0.965,413150600.0,395522200.0
2026-08-28,0.965,0.973,0.954,0.954,524263500.0,504299300.0
2026-08-31,0.943,0.975,0.938,0.973,562638000.0,541444400.0
2026-09-01,0.975,0.979,0.962,0.964,413325500.0,399856700.0
2026-09-02,0.955,0.957,0.943,0.947,279775800.0,265365400.0
2026-09-03,0.952,0.962,0.946,0.954,272722000.0,260537100.0
2026-09-04,0.962,0.97,0.933,0.938,464990900.0,441791900.0
2026-09-07,0.938,0.962,0.938,0.956,478643900.0,457099900.0
2026-09-08,0.956,0.961,0.946,0.951,394856600.0,376198200.0
2026-09-09,0.951,0.953,0.935,0.942,486871200.0,458420500.0
2026-09-10,0.935,0.938,0.925,0.926,311479200.0,289169100.0
2026-09-11,0.92,0.92,0.895,0.91,520697100.0,471332699.99999994
2026-09-14,0.902,0.922,0.898,0.914,286720000.0,261695700.0
2026-09-15,0.912,0.919,0.905,0.906,233048300.0,212410700.0
2026-09-16,0.904,0.916,0.895,0.912,379629300.0,343318900.0
2026-09-17,0.907,0.922,0.906,0.916,456289700.0,418186500.0
2026-09-18,0.925,0.935,0.919,0.934,478390200.0,444587699.99999994
2026-09-21,0.937,0.947,0.932,0.936,310704200.0,291804200.0
