date,open,high,low,close,volume,amount
2026-08-07,2.122,2.137,2.107,2.125,154670700.0,328394400.0
2026-08-10,2.119,2.138,2.114,2.133,121133700.0,257691500.0
2026-08-11,2.129,2.135,2.118,2.124,73169600.0,155557100.0
2026-08-12,2.114,2.118,2.108,2.116,81769600.0,172756600.0
2026-08-13,2.132,2.135,2.123,2.126,81326400.0,173035500.0
2026-08-14,2.123,2.145,2.123,2.139,97182100.0,207575300.0
2026-08-17,2.143,2.164,2.143,2.149,95899000.0,206456200.0
2026-08-18,2.18,2.206,2.176,2.205,211489300.0,464108800.0
2026-08-19,2.214,2.239,2.196,2.214,265847100.0,589753300.0
2026-08-20,2.232,2.234,2.204,2.212,154953000.0,343100300.0
2026-08-21,2.201,2.201,2.162,2.163,167475100.0,364670899.99999994
2026-08-24,2.168,2.191,2.168,2.184,112250300.0,244969700.0
2026-08-25,2.189,2.193,2.17,2.189,94124500.0,205345900.0
2026-08-26,2.201,2.237,2.201,2.233,190599300.0,423266800.0
2026-08-27,2.265,2.278,2.251,2.278,174771900.0,395584800.00000006
2026-08-28,2.279,2.285,2.261,2.261,111516600.0,253028400.0
2026-08-31,2.27,2.31,2.266,2.306,303396000.0,695694100.0
2026-09-01,2.307,2.37,2.298,2.367,421754700.0,986719500.0
2026-09-02,2.377,2.377,2.298,2.344,356608400.0,831753500.0
2026-09-03,2.34,2.411,2.338,2.387,407792300.0,970948600.0
2026-09-04,2.397,2.458,2.39,2.425,394169700.0,954405800.0
2026-09-06,2.397,2.458,2.39,2.425,394169700.0,954405812.298
