date,open,high,low,close,volume
2026-02-25,9.52731024,9.60621136,9.50758496,9.57662344,5050113
2026-02-26,9.59634872,9.59634872,9.42868384,9.44840912,6125600
2026-02-27,9.4188212,9.47799704,9.369508,9.39909592,5636400
2026-03-02,9.28074424,9.29060688,8.93555184,8.99472768,10531932
2026-03-03,8.98486504,9.65552456,8.83692544,9.24129368,17498225
2026-03-04,8.94541448,9.10321672,8.78761224,8.81720016,11416806
2026-03-05,8.81720016,9.08349144,8.81720016,8.95527712,9377811
2026-03-06,8.95527712,9.0736288,8.876376,9.06376616,7636400
2026-03-09,8.96513976,9.0243156,8.89610128,8.99472768,6146000
2026-03-10,9.04404088,9.08349144,9.01445296,9.0736288,4815600
2026-03-11,9.0736288,9.10321672,8.95527712,8.98486504,5097200
2026-03-12,8.98486504,9.0243156,8.89610128,8.91582656,3954400
2026-03-13,8.89610128,8.95527712,8.80733752,8.81720016,4840700
2026-03-16,8.80733752,8.94541448,8.78761224,8.89610128,3376100
2026-03-17,8.90596392,8.94541448,8.78761224,8.78761224,5196100
2026-03-18,8.78761224,8.80733752,8.64953528,8.80733752,5428293
2026-03-19,8.7777496,8.81720016,8.60022208,8.62981,5366100
2026-03-20,8.57063416,8.68898584,8.4325572,8.45228248,5434400
2026-03-23,8.3339308,8.383244,8.0380516,8.06763952,8667300
2026-03-24,8.1859912,8.4818704,8.15640328,8.46214512,11484700
2026-03-25,8.4818704,8.61008472,8.44241984,8.57063416,5347700
2026-03-26,8.56077152,8.80733752,8.4818704,8.60022208,6937497
2026-03-27,8.5311836,8.71857376,8.49173304,8.69884848,4808128
2026-03-30,8.64953528,8.75802432,8.61994736,8.73829904,5112500
2026-03-31,8.76788696,8.85665072,8.6791232,8.6791232,5268400
2026-04-01,8.7777496,8.7777496,8.62981,8.74816168,4835600
2026-04-02,8.75802432,8.75802432,8.63967264,8.69884848,2956300
2026-04-03,8.7777496,8.7777496,8.49173304,8.51145832,4074000
2026-04-07,8.4818704,8.7284364,8.42269456,8.7284364,4922200
2026-04-08,8.7777496,8.79747488,8.70871112,8.78761224,6382300
2026-04-09,8.7284364,8.76788696,8.5804968,8.60022208,5841100
2026-04-10,8.61994736,8.76788696,8.61008472,8.71857376,4968800
2026-04-13,8.6791232,8.7284364,8.64953528,8.7284364,3611400
2026-04-14,8.76788696,8.81720016,8.6791232,8.78761224,5560156
2026-04-15,8.7777496,8.79747488,8.69884848,8.75802432,3954671
2026-04-16,8.75802432,8.90596392,8.6791232,8.88623864,7695381
2026-04-17,8.90596392,8.98486504,8.7284364,8.876376,10974200
