date,open,high,low,close,volume
2026-04-20,8.85665072,8.85665072,8.50159568,8.64953528,14626220
2026-04-21,8.73829904,9.122942,8.5311836,8.64953528,20430532
2026-04-22,8.54104624,8.5804968,8.32406816,8.36351872,13473874
2026-04-23,8.1859912,8.36351872,8.10709008,8.21557912,10196868
2026-04-24,8.12681536,8.21557912,7.95915048,7.9887384,8551282
2026-04-27,7.9887384,8.27475496,7.91969992,8.22544176,10458748
2026-04-28,8.14654064,8.21557912,7.91969992,8.00846368,9048591
2026-04-29,7.9887384,8.11695272,7.94928784,8.00846368,5278720
2026-04-30,8.383244,8.80733752,8.383244,8.80733752,24733480
2026-05-06,8.78761224,8.79747488,8.56077152,8.63967264,25718204
2026-05-07,8.6791232,8.80733752,8.55090888,8.66926056,19278700
2026-05-08,8.74816168,9.03417824,8.62981,8.95527712,25456087
2026-05-11,8.84678808,9.00459032,8.7777496,9.00459032,17751375
2026-05-12,8.98486504,9.06376616,8.84678808,8.9256892,16037790
2026-05-13,9.06376616,9.24129368,8.9256892,9.122942,32055790
2026-05-14,9.01445296,9.31033216,8.7777496,8.876376,27268000
2026-05-15,8.93555184,8.95527712,8.383244,8.44241984,20052375
2026-05-18,8.42269456,8.6791232,8.383244,8.62981,12363475
2026-05-19,8.69884848,8.99472768,8.5804968,8.73829904,14815500
2026-05-20,8.63967264,8.76788696,8.4325572,8.4818704,9667400
2026-05-21,8.47200776,8.61008472,8.136678,8.19585384,10606600
2026-05-22,8.19585384,8.27475496,7.95915048,7.99860104,10230500
2026-05-25,8.01832632,8.02818896,7.83093616,7.90983728,8101500
2026-05-26,7.85066144,8.32406816,7.8407988,7.97887576,13825500
2026-05-27,7.9394252,8.31420552,7.60409544,8.14654064,22204280
2026-05-28,8.04791424,8.0873648,7.62382072,7.67313392,16225552
2026-05-29,7.51533168,8.44241984,7.50546904,8.44241984,30818977
2026-06-01,8.35365608,8.41283192,8.0380516,8.24516704,27461580
2026-06-02,8.24516704,8.25502968,7.76189768,7.890112,21958600
2026-06-03,7.95915048,7.95915048,7.57450752,7.6928592,17674700
2026-06-04,7.58437016,7.7421724,7.08137552,7.18000192,20575300
2026-06-05,7.1997272,7.81121088,7.17013928,7.26876568,19765800
2026-06-08,7.0517876,7.4956064,7.04192496,7.1011008,13856000
2026-06-09,7.08137552,7.1997272,6.8052216,7.18000192,14505800
2026-06-10,7.15,7.66,7.12,7.26,18216400
2026-06-11,7.2,7.37,6.92,7.0,10337900
2026-06-12,7.0,7.2,6.89,7.12,9763400
2026-06-15,7.12,7.35,7.12,7.18,8923700
2026-06-16,7.13,7.33,7.02,7.33,10098800
2026-06-17,7.25,7.3,7.03,7.05,8039500
2026-06-18,7.0,7.04,6.86,6.89,5865728
2026-06-22,6.83,7.02,6.72,7.02,8034700
2026-06-23,6.92,7.32,6.92,7.23,12187997
2026-06-24,7.35,7.35,6.85,6.87,12199675
2026-06-25,6.86,6.95,6.76,6.81,7522400
2026-06-26,6.75,6.82,6.57,6.6,7677128
2026-06-29,6.56,6.71,6.38,6.63,7492100
2026-06-30,6.61,6.7,6.51,6.63,6084000
2026-07-01,6.55,6.9,6.55,6.83,8044200
2026-07-02,6.8,6.99,6.77,6.84,6430200
2026-07-03,6.92,6.97,6.8,6.92,5904700
2026-07-06,6.85,6.98,6.85,6.88,5035400
2026-07-07,6.88,6.89,6.66,6.71,5437275
2026-07-08,6.65,6.78,6.62,6.72,5106200
2026-07-09,6.7,6.78,6.56,6.68,6494400
2026-07-10,6.68,7.0,6.61,6.9,9368000
2026-07-13,6.84,6.97,6.66,6.72,6226708
2026-07-14,6.85,6.91,6.64,6.89,7888800
2026-07-15,6.86,7.37,6.85,7.27,17861688
2026-07-16,7.18,7.38,7.17,7.29,11524628
2026-07-17,7.2,7.55,7.0,7.04,13741408
2026-07-20,6.96,7.21,6.87,6.99,10953022
2026-07-21,6.98,6.99,6.8,6.92,9649500
2026-07-22,6.88,6.98,6.82,6.93,6496900
2026-07-23,6.89,6.98,6.78,6.98,5845822
2026-07-24,6.89,6.96,6.72,6.72,6091100
2026-07-27,6.69,6.9,6.62,6.87,5429422
2026-07-28,6.86,7.09,6.83,7.03,7777000
2026-07-29,7.0,7.73,7.0,7.73,21287805
2026-07-30,7.57,8.4,7.57,8.01,50313313
2026-07-31,7.21,7.93,7.21,7.91,35101075
2026-08-03,7.95,8.06,7.7,7.9,24019608
2026-08-04,7.93,8.01,7.83,7.96,20023800
2026-08-05,7.94,8.04,7.84,7.93,14852400
2026-08-06,8.03,8.1,7.76,7.85,12887189
2026-08-07,7.83,8.03,7.7,7.9,16220500
2026-08-10,7.9,8.2,7.85,8.17,26461300
2026-08-11,8.15,8.25,8.06,8.19,18526200
2026-08-12,8.16,8.23,8.07,8.19,12211289
2026-08-13,8.14,8.2,7.98,7.98,15126500
2026-08-14,7.99,8.03,7.75,7.84,10848700
2026-08-17,7.8,7.88,7.71,7.87,7249900
2026-08-18,7.88,8.08,7.84,7.96,10305700
2026-08-19,7.92,8.07,7.61,7.63,9440625
2026-08-20,7.67,7.73,7.57,7.64,6778500
2026-08-21,7.6,7.66,7.36,7.51,6696997
2026-08-24,7.52,7.55,7.38,7.44,5425600
2026-08-25,7.35,7.64,7.35,7.61,7159800
2026-08-26,7.52,7.67,7.48,7.49,7902800
2026-08-27,7.49,7.64,7.41,7.58,8140800
2026-08-28,7.74,8.34,7.72,8.34,17997179
2026-08-31,9.17,9.17,9.12,9.17,25350999
2026-09-01,10.08,10.09,9.85,10.09,30228119
2026-09-02,11.1,11.1,11.1,11.1,5802000
2026-09-03,12.21,12.21,11.97,12.21,58420299
2026-09-04,11.78,13.42,10.99,12.65,130557583
2026-09-07,12.93,13.92,12.93,13.92,59130624
2026-09-08,14.02,14.98,13.97,14.95,118791263
