date,open,high,low,close,volume
2026-07-01,17.31,17.78,17.12,17.55,10408683
2026-07-02,17.53,18.43,17.14,17.19,11538800
2026-07-03,17.28,17.83,17.13,17.32,8538900
2026-07-06,17.39,17.63,16.55,16.55,8223937
2026-07-07,16.55,16.93,16.2,16.3,5854086
2026-07-08,15.99,16.36,15.84,16.17,4777057
2026-07-09,16.01,16.34,15.73,16.26,6121399
2026-07-10,16.13,16.85,16.11,16.47,6478700
2026-07-13,16.39,16.52,15.36,15.41,6499310
2026-07-14,15.5,15.64,15.08,15.59,4743946
2026-07-15,15.59,16.0,15.41,15.85,4601000
2026-07-16,15.66,16.3,15.58,16.02,5078600
2026-07-17,16.08,16.2,15.01,15.2,6594000
2026-07-20,15.13,15.6,14.3,14.65,7185500
2026-07-21,14.65,14.81,13.61,14.59,7768700
2026-07-22,14.66,14.75,14.18,14.25,4925164
2026-07-23,14.2,14.5,14.0,14.39,5482700
2026-07-24,14.24,14.24,13.85,14.02,4759300
2026-07-27,14.0,14.48,13.9,14.45,4220274
2026-07-28,14.36,14.85,14.32,14.49,4388700
2026-07-29,14.65,14.83,14.48,14.81,5575300
2026-07-30,14.78,15.13,14.57,14.62,5354436
2026-07-31,14.89,15.67,14.73,15.42,7722819
2026-08-03,15.3,15.91,15.3,15.85,5543200
2026-08-04,15.77,16.37,15.77,16.24,4556034
2026-08-05,16.27,16.57,16.07,16.28,5502300
2026-08-06,16.27,16.52,15.97,16.22,5356900
2026-08-07,16.23,16.3,15.67,16.04,5037800
2026-08-10,16.0,16.29,15.81,16.23,3902519
2026-08-11,16.24,16.58,16.08,16.37,5418800
2026-08-12,16.29,16.76,16.29,16.62,4269100
2026-08-13,16.56,16.89,16.36,16.36,4457100
2026-08-14,16.45,16.5,16.03,16.2,3672700
2026-08-17,16.15,16.58,16.05,16.55,3642900
2026-08-18,16.42,16.53,16.16,16.39,3168625
2026-08-19,16.28,16.29,15.76,15.8,3413900
2026-08-20,15.89,16.36,15.85,16.2,3511100
2026-08-21,16.14,16.21,15.8,16.12,2593526
2026-08-24,16.12,16.21,15.7,15.88,2655600
2026-08-25,15.85,16.46,15.7,16.32,3442700
2026-08-26,16.21,16.45,16.0,16.24,2623800
2026-08-27,16.16,16.33,16.09,16.19,2524226
2026-08-28,16.25,16.46,16.24,16.32,3424500
2026-08-31,16.18,16.79,15.91,16.72,5827200
2026-09-01,16.63,17.05,16.51,16.96,5818600
2026-09-02,17.05,17.25,16.75,16.99,5325948
2026-09-03,17.15,17.3,16.6,16.61,5139600
2026-09-04,16.86,17.18,16.5,16.62,5167500
2026-09-07,16.78,17.45,16.65,17.07,7392300
2026-09-08,18.0,18.7,17.5,17.78,19531782
