date,open,high,low,close,volume,amount
2026-08-24,1.063,1.073,1.061,1.067,1402946100.0,1496887000.0
2026-08-25,1.066,1.07,1.061,1.067,952558700.0,1014453400.0
2026-08-26,1.066,1.098,1.065,1.096,2998729400.0,3263379099.9999995
2026-08-27,1.092,1.108,1.089,1.106,2445391700.0,2689721800.0
2026-08-28,1.105,1.109,1.099,1.104,1738862400.0,1919492000.0
2026-08-31,1.101,1.108,1.09,1.105,1682311600.0,1847881099.9999998
2026-09-01,1.103,1.117,1.1,1.113,1815822500.0,2017332600.0
2026-09-02,1.108,1.109,1.089,1.09,1670955700.0,1828875700.0
2026-09-03,1.092,1.111,1.09,1.098,1778569000.0,1960710600.0
2026-09-04,1.102,1.117,1.102,1.105,2238888800.0,2487065500.0
2026-09-07,1.106,1.11,1.09,1.091,1521612100.0,1667626700.0000002
2026-09-08,1.093,1.097,1.083,1.085,1394775100.0,1519259200.0000002
2026-09-09,1.084,1.086,1.078,1.085,1173773800.0,1269943000.0
2026-09-10,1.081,1.094,1.078,1.091,1471910600.0,1601203100.0
2026-09-11,1.085,1.086,1.054,1.058,2204665300.0,2339147400.0
2026-09-14,1.053,1.056,1.048,1.052,1131486400.0,1190770700.0
2026-09-15,1.053,1.056,1.047,1.047,964153500.0,1012549299.9999999
2026-09-16,1.047,1.058,1.038,1.054,1365153500.0,1430885100.0
2026-09-17,1.049,1.054,1.042,1.042,1143691300.0,1196124200.0
2026-09-18,1.047,1.059,1.047,1.057,1379691400.0,1453471500.0
2026-09-21,1.059,1.07,1.056,1.068,1332142200.0,1414051300.0
