date,open,high,low,close,volume,amount
2026-08-24,0.975,0.982,0.959,0.967,150031300.0,145579700.0
2026-08-25,0.961,0.981,0.957,0.979,143280800.0,139057500.0
2026-08-26,0.976,0.99,0.973,0.983,131346600.0,128980500.0
2026-08-27,0.98,1.0,0.977,0.999,151964000.0,150787900.0
2026-08-28,0.998,1.011,0.995,1.003,138249800.0,138998800.0
2026-08-31,0.998,1.017,0.996,1.015,156498700.0,157862200.0
2026-09-01,1.014,1.027,1.01,1.021,134009200.0,136641600.0
2026-09-02,1.012,1.046,1.011,1.034,269658000.0,278296700.0
2026-09-03,1.031,1.039,1.026,1.03,147387600.0,151982100.0
2026-09-04,1.03,1.053,1.03,1.036,220140600.0,229255099.99999997
2026-09-07,1.037,1.04,1.02,1.026,132467300.0,135818000.0
2026-09-08,1.025,1.047,1.023,1.045,202045200.0,210289800.0
2026-09-09,1.041,1.073,1.04,1.06,257063500.0,272360100.0
2026-09-10,1.053,1.065,1.046,1.052,138997800.0,146602000.0
2026-09-11,1.045,1.062,1.032,1.056,216348000.0,226125900.0
2026-09-14,1.05,1.054,1.025,1.027,132668500.0,137085600.0
2026-09-15,1.025,1.029,1.012,1.013,118358000.0,120767200.0
2026-09-16,1.012,1.025,1.005,1.025,122584800.0,124583500.0
2026-09-17,1.019,1.032,1.011,1.014,85776800.0,87441200.00000001
2026-09-18,1.018,1.03,1.018,1.026,98161900.0,100569700.0
2026-09-21,1.026,1.053,1.024,1.042,130666700.0,136012700.0
