date,open,high,low,close,volume,amount
2026-08-24,1.104,1.111,1.08,1.09,179792800.0,196817800.0
2026-08-25,1.086,1.1,1.073,1.095,158896400.0,172695300.0
2026-08-26,1.093,1.108,1.091,1.101,135607400.0,149219400.0
2026-08-27,1.098,1.123,1.097,1.121,211350700.0,234965300.0
2026-08-28,1.119,1.134,1.117,1.123,366300700.0,412651700.0
2026-08-31,1.116,1.142,1.114,1.142,406310300.0,457895600.0
2026-09-01,1.138,1.148,1.131,1.141,184866400.0,210767400.00000003
2026-09-02,1.14,1.155,1.129,1.142,506914200.0,579594700.0
2026-09-03,1.14,1.146,1.133,1.14,225050200.0,256468200.0
2026-09-04,1.142,1.167,1.142,1.148,357096900.0,412445000.0
2026-09-07,1.15,1.155,1.139,1.151,173460100.0,199077800.0
2026-09-08,1.146,1.165,1.145,1.162,215720000.0,250306699.99999997
2026-09-09,1.161,1.189,1.159,1.18,466439200.0,549220400.0
2026-09-10,1.171,1.19,1.169,1.18,353205700.0,416298300.0
2026-09-11,1.165,1.174,1.144,1.167,322228200.0,372678200.0
2026-09-14,1.162,1.166,1.147,1.149,272734700.0,314633800.0
2026-09-15,1.147,1.153,1.137,1.139,166820500.0,191006900.0
2026-09-16,1.139,1.151,1.132,1.15,202634900.0,231498800.0
2026-09-17,1.145,1.16,1.136,1.142,183728600.0,210826699.99999997
2026-09-18,1.147,1.163,1.145,1.16,220708500.0,254959100.0
2026-09-21,1.16,1.18,1.158,1.176,210179300.0,246256300.0
