date,rzye_yuan,rzmre_yuan,rqye_yuan,rzrqye_yuan,rqmcl,rqyl
2026-08-28,1342943855079.0,94338686041.0,18441104125.0,1361384959204.0,55559474.0,3063482667.0
2026-08-31,2627119292617.0,190935105401.0,29257396444.0,2656377689061.0,112585106.0,4272922919.0
