date,mode,spread,correlation,zscore,score,regime,target_defensive,target_offensive,target_cash,rebalance_triggered,alert_info,defensive_sector,offensive_sector,screener_score,policy_flag
2026-09-17,sector,2.6138,0.271,0.2552,1,防御偏高,0.7,0.30000000000000004,0.0,0,sector 模式无失效预警（0/7 条件成立）。,银行,农林牧渔,0.7,
